C,Mn,Si,Ni,Cr,Mo,V,P,S,Austenitizing_Temp_C,Tempering_Temp_C,Tempering_Time_Hours,Hardness_HRC
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,896.7173177926655,426.7,0.011111111111111112,44.9
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,899.8159363949023,537.8,0.011111111111111112,38.0
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,901.6197759708507,593.3,0.011111111111111112,34.7
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,891.2895179647212,648.9,0.011111111111111112,30.9
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,895.6184938207953,426.7,0.03333333333333333,43.2
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,894.9162734441953,537.8,0.03333333333333333,36.1
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,894.0243538371315,593.3,0.03333333333333333,33.0
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,906.1182712014055,648.9,0.03333333333333333,29.6
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,899.3159085548049,426.7,0.08333333333333333,42.6
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,890.9865802283248,537.8,0.08333333333333333,34.8
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,901.880309735274,593.3,0.08333333333333333,32.8
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,907.9017809850632,648.9,0.08333333333333333,28.1
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,902.4533263027558,426.7,0.25,39.9
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,889.6941501702299,537.8,0.25,33.5
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,894.8698296356688,593.3,0.25,29.8
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,903.6255557459332,648.9,0.25,25.5
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,893.7526526719062,204.4,1.0,51.6
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,899.5100971407312,260.0,1.0,48.6
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,901.1641702671467,315.6,1.0,46.8
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,892.6563476421096,371.1,1.0,44.4
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,896.9933732196911,426.7,1.0,39.1
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,881.0846632996547,482.2,1.0,34.3
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,892.1690617933286,537.8,1.0,30.4
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,896.0281592430342,593.3,1.0,27.1
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,891.0520840901758,648.9,1.0,21.8
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,905.4530565196583,204.4,2.0,51.2
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,890.1402931101969,315.6,2.0,46.4
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,895.0907775665152,426.7,2.0,37.9
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,897.9447028864305,537.8,2.0,28.8
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,904.4973664453306,648.9,2.0,18.5
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,890.1116892441029,204.4,4.0,50.8
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,903.1068187607749,315.6,4.0,46.3
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,897.342165305098,426.7,4.0,37.4
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,892.3834567447603,537.8,4.0,27.7
0.35,1.85,0.19,0.01,0.03,0.0,0.0,0.02,0.026,899.6015173713164,648.9,4.0,16.7
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,843.4402984778673,426.7,0.011111111111111112,43.7
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,839.4439156142059,537.8,0.011111111111111112,37.0
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,842.79401042495,593.3,0.011111111111111112,33.6
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,840.5184320156911,648.9,0.011111111111111112,30.7
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,843.0125867262561,426.7,0.03333333333333333,41.6
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,845.7556533726051,537.8,0.03333333333333333,34.7
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,850.3750840807267,593.3,0.03333333333333333,32.3
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,836.2559225058657,648.9,0.03333333333333333,27.4
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,853.1101668732813,426.7,0.08333333333333333,40.0
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,832.6845610023875,537.8,0.08333333333333333,32.8
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,841.6860745248221,593.3,0.08333333333333333,30.2
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,845.3865860324228,648.9,0.08333333333333333,26.5
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,843.8499593386751,426.7,0.25,39.3
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,839.331502400897,537.8,0.25,31.6
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,841.4043887482136,593.3,0.25,27.6
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,839.9799953267058,648.9,0.25,24.2
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,839.4981762152789,204.4,1.0,51.9
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,846.6930104851051,260.0,1.0,49.7
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,844.2300774298252,315.6,1.0,47.0
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,838.9804520236967,371.1,1.0,42.7
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,846.9429993771662,426.7,1.0,37.5
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,843.981497604383,482.2,1.0,33.6
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,846.5093105941947,537.8,1.0,30.2
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,845.593144209618,593.3,1.0,25.6
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,838.3000249453896,648.9,1.0,20.5
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,839.6440947990151,204.4,2.0,52.1
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,846.1814680256163,315.6,2.0,46.1
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,845.4968513271673,426.7,2.0,36.8
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,842.3404920301792,537.8,2.0,27.6
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,843.0316369165439,648.9,2.0,18.1
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,848.833324478942,204.4,4.0,51.7
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,839.4871430558208,315.6,4.0,45.5
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,845.1804869058501,426.7,4.0,35.7
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,841.4340367378304,537.8,4.0,26.1
0.37,0.68,0.21,3.41,0.05,0.0,0.0,0.014,0.021,841.3565939838638,648.9,4.0,17.1
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,877.676884259936,426.7,0.011111111111111112,44.7
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,876.3100817449401,537.8,0.011111111111111112,38.7
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,876.2505481800032,593.3,0.011111111111111112,35.1
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,878.7103940357716,648.9,0.011111111111111112,31.7
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,872.2880192081637,426.7,0.03333333333333333,44.2
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,875.5927648564748,537.8,0.03333333333333333,37.5
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,870.6316662170327,593.3,0.03333333333333333,33.6
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,873.8038317624422,648.9,0.03333333333333333,30.0
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,871.5322847281616,426.7,0.08333333333333333,43.0
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,872.6679798249636,537.8,0.08333333333333333,35.8
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,875.1587851271846,593.3,0.08333333333333333,31.4
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,868.0918965838326,648.9,0.08333333333333333,28.7
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,882.6449363784272,426.7,0.25,41.9
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,867.1529130925015,537.8,0.25,34.1
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,866.1120569360613,593.3,0.25,30.2
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,877.9735543675004,648.9,0.25,26.4
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,876.1413134698147,204.4,1.0,52.1
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,875.3035990852608,260.0,1.0,49.5
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,875.3247275463214,315.6,1.0,47.7
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,872.1217661357654,371.1,1.0,44.9
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,867.6967281425708,426.7,1.0,40.7
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,872.5620227909686,482.2,1.0,35.8
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,868.7971914424394,537.8,1.0,31.4
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,877.0585986670887,593.3,1.0,27.8
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,871.4477130924893,648.9,1.0,24.7
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,868.0555140160375,204.4,2.0,52.0
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,870.576070791735,315.6,2.0,46.6
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,874.2476572713781,426.7,2.0,38.8
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,869.3643772359801,537.8,2.0,29.9
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,868.0718980221678,648.9,2.0,22.1
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,873.4014360574596,204.4,4.0,51.5
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,873.4078328555436,315.6,4.0,46.9
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,869.6482841231443,426.7,4.0,38.5
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,869.8278084719084,537.8,4.0,28.4
0.38,0.72,0.21,1.32,0.49,0.0,0.0,0.019,0.033,873.3432496867882,648.9,4.0,20.7
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,920.6765782925135,204.4,0.16666666666666666,50.3
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,920.8796811281172,260.0,0.16666666666666666,46.4
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,924.3247788937379,315.6,0.16666666666666666,43.0
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,926.8497642414408,371.1,0.16666666666666666,40.7
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,929.47153782799,426.7,0.16666666666666666,38.0
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,935.2937810847478,482.2,0.16666666666666666,34.8
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,932.2052981160101,537.8,0.16666666666666666,31.5
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,927.1173073501828,593.3,0.16666666666666666,28.6
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,927.8219189604866,648.9,0.16666666666666666,25.0
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,922.904353176811,704.4,0.16666666666666666,20.5
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,927.8244343200381,204.4,1.0,49.0
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,926.4737068053994,260.0,1.0,45.5
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,929.5305928016904,315.6,1.0,42.5
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,923.7808452822384,371.1,1.0,39.7
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,930.5137325712059,426.7,1.0,35.9
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,935.5806945650129,482.2,1.0,32.5
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,927.3731992577158,537.8,1.0,29.7
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,929.9255586104947,593.3,1.0,27.0
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,931.3677199585555,648.9,1.0,22.0
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,925.9108976405709,704.4,1.0,15.5
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,929.0374624090521,204.4,4.0,47.4
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,927.979962003909,260.0,4.0,45.0
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,928.4053804927441,315.6,4.0,41.5
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,924.0519510807227,371.1,4.0,38.7
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,928.0395508712948,426.7,4.0,35.0
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,930.4069914562273,482.2,4.0,32.0
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,935.1727180389753,537.8,4.0,29.1
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,932.7133541304261,593.3,4.0,25.0
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,938.6829122875578,648.9,4.0,19.0
0.26,0.87,0.29,0.03,0.06,0.26,0.0,0.015,0.03,924.0802621855598,704.4,4.0,12.0
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,911.0026031836034,204.4,0.16666666666666666,52.6
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,907.5577100286918,260.0,0.16666666666666666,51.0
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,917.5900146660883,315.6,0.16666666666666666,47.6
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,902.5995085732242,371.1,0.16666666666666666,45.0
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,902.4423907890961,426.7,0.16666666666666666,42.0
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,903.6440367727798,482.2,0.16666666666666666,38.5
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,896.0215213784509,537.8,0.16666666666666666,35.6
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,904.0122248915961,593.3,0.16666666666666666,32.7
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,902.8453366922315,648.9,0.16666666666666666,28.5
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,907.392968932381,704.4,0.16666666666666666,23.0
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,908.3497798788858,204.4,1.0,51.6
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,916.0218541960794,260.0,1.0,49.0
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,911.3931191909302,315.6,1.0,47.0
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,903.7564817216879,371.1,1.0,43.9
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,902.1489266432582,426.7,1.0,40.5
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,909.1005958575325,482.2,1.0,37.0
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,900.0398339648967,537.8,1.0,34.0
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,915.7982938292718,593.3,1.0,31.0
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,912.5382006036064,648.9,1.0,25.0
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,904.2951217394765,704.4,1.0,18.0
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,898.0753273545456,204.4,4.0,51.5
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,913.410361870827,260.0,4.0,48.1
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,906.0683007737368,315.6,4.0,45.7
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,912.8300815598673,371.1,4.0,42.9
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,898.6688617060281,426.7,4.0,39.5
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,903.6441248852311,482.2,4.0,36.1
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,906.6672184985908,537.8,4.0,32.5
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,906.8759029688237,593.3,4.0,29.5
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,904.3906726426037,648.9,4.0,22.2
0.35,0.8,0.24,0.06,0.06,0.25,0.0,0.022,0.028,909.7552496617375,704.4,4.0,13.5
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,871.640897853087,204.4,0.16666666666666666,57.5
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,876.2671025748936,260.0,0.16666666666666666,53.9
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,877.5804781585596,315.6,0.16666666666666666,50.7
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,879.5511941702938,371.1,0.16666666666666666,48.0
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,880.5370743904444,426.7,0.16666666666666666,45.0
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,871.3557895408107,482.2,0.16666666666666666,41.6
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,869.3084291463219,537.8,0.16666666666666666,39.0
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,883.3673841094926,593.3,0.16666666666666666,34.6
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,878.640570059898,648.9,0.16666666666666666,29.5
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,873.2365673172172,704.4,0.16666666666666666,25.0
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,884.7347598776126,204.4,1.0,55.5
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,877.5573731714643,260.0,1.0,51.5
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,882.8754859203192,315.6,1.0,49.5
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,877.3165924070506,371.1,1.0,46.5
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,887.2827396244099,426.7,1.0,43.2
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,885.7557042122161,482.2,1.0,40.0
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,875.7341792576046,537.8,1.0,36.5
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,881.8368547547718,593.3,1.0,33.0
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,880.2058797479258,648.9,1.0,26.2
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,883.8221577876618,704.4,1.0,19.5
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,872.1543826970995,204.4,4.0,55.0
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,880.4092572999922,260.0,4.0,50.9
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,882.271122434248,315.6,4.0,48.0
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,868.1853025678845,371.1,4.0,46.0
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,871.0627074366712,426.7,4.0,42.5
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,866.7828391111996,482.2,4.0,39.0
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,875.6319658277772,537.8,4.0,35.5
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,880.5667112789798,593.3,4.0,31.0
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,884.4907852604802,648.9,4.0,22.5
0.48,0.94,0.16,0.04,0.03,0.25,0.0,0.015,0.03,877.3494739020989,704.4,4.0,14.0
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,849.1330777278564,204.4,0.16666666666666666,61.5
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,834.0894927089255,260.0,0.16666666666666666,58.5
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,832.4730878032241,315.6,0.16666666666666666,55.0
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,840.7122615055168,371.1,0.16666666666666666,52.0
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,842.9103272446964,426.7,0.16666666666666666,49.0
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,840.8265262595294,482.2,0.16666666666666666,44.9
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,830.6527894998005,537.8,0.16666666666666666,41.6
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,840.5443998024359,593.3,0.16666666666666666,37.5
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,834.4676524974757,648.9,0.16666666666666666,33.5
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,844.3383627441501,704.4,0.16666666666666666,28.0
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,842.8229912304841,204.4,1.0,59.5
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,836.2906010683631,260.0,1.0,57.0
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,838.4206654133164,315.6,1.0,53.5
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,835.6939323905551,371.1,1.0,50.5
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,840.6766045136341,426.7,1.0,47.0
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,845.765711602506,482.2,1.0,43.5
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,836.0613697683222,537.8,1.0,39.5
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,843.5102325775891,593.3,1.0,35.2
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,838.3387119081377,648.9,1.0,29.5
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,837.0256358386882,704.4,1.0,21.2
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,840.4548482002272,204.4,4.0,58.7
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,835.8137883879031,260.0,4.0,56.0
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,838.221753473264,315.6,4.0,52.7
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,835.0006105370556,371.1,4.0,49.5
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,850.8136256645819,426.7,4.0,45.7
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,841.1663177598585,482.2,4.0,42.0
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,837.4913724600369,537.8,4.0,37.5
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,842.059899553671,593.3,4.0,32.5
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,840.4283597515457,648.9,4.0,25.0
0.68,0.87,0.26,0.01,0.03,0.24,0.0,0.024,0.029,839.8851520023338,704.4,4.0,17.0
0.41,0.88,0.23,0.0,1.02,0.22,0.0,0.016,0.018,897.051833500217,100.0,0.002777777777777778,59.5
0.41,0.88,0.23,0.0,1.02,0.22,0.0,0.016,0.018,897.7685385502364,150.0,0.002777777777777778,60.3
0.41,0.88,0.23,0.0,1.02,0.22,0.0,0.016,0.018,891.3284942619473,200.0,0.002777777777777778,58.5
0.41,0.88,0.23,0.0,1.02,0.22,0.0,0.016,0.018,891.1019087967765,250.0,0.002777777777777778,56.7
0.41,0.88,0.23,0.0,1.02,0.22,0.0,0.016,0.018,892.6057415142417,300.0,0.002777777777777778,56.2
0.41,0.88,0.23,0.0,1.02,0.22,0.0,0.016,0.018,882.471394176322,400.0,0.002777777777777778,55.5
0.41,0.88,0.23,0.0,1.02,0.22,0.0,0.016,0.018,886.4050446890071,500.0,0.002777777777777778,49.6
0.41,0.88,0.23,0.0,1.02,0.22,0.0,0.016,0.018,900.8153713372225,600.0,0.002777777777777778,45.9
0.41,0.88,0.23,0.0,1.02,0.22,0.0,0.016,0.018,902.2058385675062,700.0,0.002777777777777778,43.2
0.37,0.77,0.15,0.04,0.98,0.21,0.0,0.019,0.026,896.3568198022182,426.7,0.011111111111111112,47.7
0.37,0.77,0.15,0.04,0.98,0.21,0.0,0.019,0.026,900.4847848152789,537.8,0.011111111111111112,42.7
0.37,0.77,0.15,0.04,0.98,0.21,0.0,0.019,0.026,899.1582507727178,593.3,0.011111111111111112,39.4
0.37,0.77,0.15,0.04,0.98,0.21,0.0,0.019,0.026,912.9964040422763,648.9,0.011111111111111112,35.0
0.41,0.88,0.23,0.0,1.02,0.22,0.0,0.016,0.018,899.5788745571728,100.0,0.025,58.8
0.41,0.88,0.23,0.0,1.02,0.22,0.0,0.016,0.018,893.3414120425961,150.0,0.025,58.6
0.41,0.88,0.23,0.0,1.02,0.22,0.0,0.016,0.018,889.2032977969977,200.0,0.025,58.2
